set_id,set_label,gene
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Ogdh
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Dlst
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Sucla2
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Suclg1
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Fh1
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Mdh2
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Mpc1
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Mpc2
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Srebf1
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Srebf2
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Hk1
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Hk2
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Pfkm
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Pkm
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Ldha
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Pdk1
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Pdk2
C_mitochondrial_OXPHOS,mitochondrial OXPHOS,Pdk4
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Mbp
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Plp1
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Mog
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Mag
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Mal
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Cnp
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Cldn11
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Mobp
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Opalin
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Pmp22
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Pmp2
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Ncmap
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Tspan2
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Ermn
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Prx
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Gjc2
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Gjb1
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Sirt2
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Galc
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Ugt8a
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Fa2h
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Sox10
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Olig1
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Olig2
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Myrf
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Nkx2-2
D_myelin_oligodendrocyte,myelin / oligodendrocyte,St18
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Zfp24
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Zfp191
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Creb3l2
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Cspg4
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Pdgfra
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Cntn2
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Srebf1
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Srebf2
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Elovl1
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Elovl7
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Cers2
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Aspa
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Hmgcr
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Hmgcs1
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Idi1
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Fdft1
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Sqle
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Lss
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Mvd
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Mvk
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Dhcr7
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Dhcr24
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Nsdhl
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Msmo1
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Ebp
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Cyp51
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Bcas1
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Myo1d
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Sla2
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Gltp
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Tmem63a
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Prr5l
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Prr18
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Lpar1
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Gpr37
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Gpr17
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Gpr37l1
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Adgrg1
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Enpp6
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Bcas3
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Sgk1
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Kctd17
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Sh3tc2
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Fig4
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Mtmr2
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Ndrg1
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Tppp
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Wasf3
D_myelin_oligodendrocyte,myelin / oligodendrocyte,Tmcc3
